# Registry dump
# Registry: minecraft:item
# Minecraft: 1.21.1
# Entries: 14351
# Generated: 2026-06-14T13:45:01.2298569+08:00

amendments:dragon_charge raw_id=8533 class=net.mehvahdjukaar.amendments.common.item.DragonChargeItem
atmospheric:grimwood_leaves raw_id=11056 class=net.minecraft.world.item.BlockItem
atmospheric:grimwood_log raw_id=11054 class=net.minecraft.world.item.BlockItem
atmospheric:grimwood_planks raw_id=11058 class=net.minecraft.world.item.BlockItem
atmospheric:grimwood_pressure_plate raw_id=11061 class=net.minecraft.world.item.BlockItem
atmospheric:grimwood_sapling raw_id=11057 class=net.minecraft.world.item.BlockItem
atmospheric:grimwood_sign raw_id=11067 class=net.minecraft.world.item.SignItem
atmospheric:grimwood_slab raw_id=11060 class=net.minecraft.world.item.BlockItem
atmospheric:grimwood_stairs raw_id=11059 class=net.minecraft.world.item.BlockItem
atmospheric:grimwood_trapdoor raw_id=11066 class=net.minecraft.world.item.BlockItem
atmospheric:hanging_currant raw_id=11044 class=net.minecraft.world.item.BlockItem
atmospheric:hot_monkey_brush raw_id=10855 class=com.teamabnormals.atmospheric.common.item.MonkeyBrushItem
atmospheric:ivory_travertine raw_id=10859 class=net.minecraft.world.item.BlockItem
atmospheric:ivory_travertine_slab raw_id=10875 class=net.minecraft.world.item.BlockItem
atmospheric:ivory_travertine_stairs raw_id=10871 class=net.minecraft.world.item.BlockItem
atmospheric:ivory_travertine_wall raw_id=10879 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_beehive raw_id=11040 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_boards raw_id=11036 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_boat raw_id=11136 class=com.teamabnormals.blueprint.common.item.BlueprintBoatItem
atmospheric:kousa_bookshelf raw_id=11037 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_button raw_id=11029 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_chest raw_id=11042 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_chest_boat raw_id=11137 class=com.teamabnormals.blueprint.common.item.BlueprintBoatItem
atmospheric:kousa_door raw_id=11032 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_fence raw_id=11030 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_fence_gate raw_id=11031 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_furnace_boat raw_id=11138 class=net.minecraft.world.item.Item
atmospheric:kousa_hanging_sign raw_id=11035 class=net.minecraft.world.item.HangingSignItem
atmospheric:kousa_ladder raw_id=11039 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_leaf_pile raw_id=11041 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_leaves raw_id=11023 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_log raw_id=11021 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_planks raw_id=11025 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_pressure_plate raw_id=11028 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_sapling raw_id=11024 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_sign raw_id=11034 class=net.minecraft.world.item.SignItem
atmospheric:kousa_slab raw_id=11027 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_stairs raw_id=11026 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_trapdoor raw_id=11033 class=net.minecraft.world.item.BlockItem
atmospheric:kousa_wood raw_id=11022 class=net.minecraft.world.item.BlockItem
atmospheric:large_aspen_boat raw_id=11143 class=net.minecraft.world.item.Item
atmospheric:large_grimwood_boat raw_id=11151 class=net.minecraft.world.item.Item
atmospheric:large_kousa_boat raw_id=11139 class=net.minecraft.world.item.Item
atmospheric:large_laurel_boat raw_id=11147 class=net.minecraft.world.item.Item
atmospheric:large_morado_boat raw_id=11131 class=net.minecraft.world.item.Item
atmospheric:large_rosewood_boat raw_id=11127 class=net.minecraft.world.item.Item
atmospheric:large_yucca_boat raw_id=11135 class=net.minecraft.world.item.Item
atmospheric:laurel_beehive raw_id=11010 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_boards raw_id=11006 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_boat raw_id=11144 class=com.teamabnormals.blueprint.common.item.BlueprintBoatItem
atmospheric:laurel_bookshelf raw_id=11007 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_button raw_id=10999 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_chest raw_id=11012 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_chest_boat raw_id=11145 class=com.teamabnormals.blueprint.common.item.BlueprintBoatItem
atmospheric:laurel_door raw_id=11002 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_fence raw_id=11000 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_fence_gate raw_id=11001 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_furnace_boat raw_id=11146 class=net.minecraft.world.item.Item
atmospheric:laurel_hanging_sign raw_id=11005 class=net.minecraft.world.item.HangingSignItem
atmospheric:laurel_ladder raw_id=11009 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_leaf_pile raw_id=11011 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_leaves raw_id=10993 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_log raw_id=10991 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_planks raw_id=10995 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_pressure_plate raw_id=10998 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_sapling raw_id=10994 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_sign raw_id=11004 class=net.minecraft.world.item.SignItem
atmospheric:laurel_slab raw_id=10997 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_stairs raw_id=10996 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_trapdoor raw_id=11003 class=net.minecraft.world.item.BlockItem
atmospheric:laurel_wood raw_id=10992 class=net.minecraft.world.item.BlockItem
atmospheric:morado_beehive raw_id=10846 class=net.minecraft.world.item.BlockItem
atmospheric:morado_boards raw_id=10842 class=net.minecraft.world.item.BlockItem
atmospheric:morado_boat raw_id=11128 class=com.teamabnormals.blueprint.common.item.BlueprintBoatItem
atmospheric:morado_bookshelf raw_id=10843 class=net.minecraft.world.item.BlockItem
atmospheric:morado_button raw_id=10835 class=net.minecraft.world.item.BlockItem
atmospheric:morado_chest raw_id=10848 class=net.minecraft.world.item.BlockItem
atmospheric:morado_chest_boat raw_id=11129 class=com.teamabnormals.blueprint.common.item.BlueprintBoatItem
atmospheric:morado_door raw_id=10838 class=net.minecraft.world.item.BlockItem
atmospheric:morado_fence raw_id=10836 class=net.minecraft.world.item.BlockItem
atmospheric:morado_fence_gate raw_id=10837 class=net.minecraft.world.item.BlockItem
atmospheric:morado_furnace_boat raw_id=11130 class=net.minecraft.world.item.Item
atmospheric:morado_hanging_sign raw_id=10841 class=net.minecraft.world.item.HangingSignItem
atmospheric:morado_ladder raw_id=10845 class=net.minecraft.world.item.BlockItem
atmospheric:morado_leaf_pile raw_id=10847 class=net.minecraft.world.item.BlockItem
atmospheric:morado_leaves raw_id=10829 class=net.minecraft.world.item.BlockItem
atmospheric:morado_log raw_id=10827 class=net.minecraft.world.item.BlockItem
atmospheric:morado_planks raw_id=10831 class=net.minecraft.world.item.BlockItem
atmospheric:morado_pressure_plate raw_id=10834 class=net.minecraft.world.item.BlockItem
atmospheric:morado_sapling raw_id=10830 class=net.minecraft.world.item.BlockItem
atmospheric:morado_sign raw_id=10840 class=net.minecraft.world.item.SignItem
atmospheric:morado_slab raw_id=10833 class=net.minecraft.world.item.BlockItem
atmospheric:morado_stairs raw_id=10832 class=net.minecraft.world.item.BlockItem
atmospheric:morado_trapdoor raw_id=10839 class=net.minecraft.world.item.BlockItem
atmospheric:morado_wood raw_id=10828 class=net.minecraft.world.item.BlockItem
atmospheric:orange raw_id=11113 class=com.teamabnormals.atmospheric.common.item.OrangeBlockItem
atmospheric:orange_crate raw_id=11017 class=net.minecraft.world.item.BlockItem
atmospheric:orange_pudding raw_id=11114 class=net.minecraft.world.item.Item
atmospheric:orange_sorbet raw_id=11115 class=net.minecraft.world.item.Item
atmospheric:passion_fruit raw_id=11092 class=net.minecraft.world.item.Item
atmospheric:passion_fruit_crate raw_id=10857 class=net.minecraft.world.item.BlockItem
atmospheric:passion_fruit_sorbet raw_id=11095 class=net.minecraft.world.item.Item
atmospheric:passion_fruit_tart raw_id=11094 class=net.minecraft.world.item.Item
atmospheric:passion_vine raw_id=10852 class=net.minecraft.world.item.BlockItem
atmospheric:passion_vine_bundle raw_id=10853 class=net.minecraft.world.item.BlockItem
atmospheric:passion_vine_coil raw_id=11096 class=com.teamabnormals.atmospheric.common.item.PassionVineCoilItem
atmospheric:peach_travertine raw_id=10860 class=net.minecraft.world.item.BlockItem
atmospheric:peach_travertine_slab raw_id=10876 class=net.minecraft.world.item.BlockItem
atmospheric:peach_travertine_stairs raw_id=10872 class=net.minecraft.world.item.BlockItem
atmospheric:peach_travertine_wall raw_id=10880 class=net.minecraft.world.item.BlockItem
atmospheric:persimmon_travertine raw_id=10861 class=net.minecraft.world.item.BlockItem
atmospheric:persimmon_travertine_slab raw_id=10877 class=net.minecraft.world.item.BlockItem
atmospheric:persimmon_travertine_stairs raw_id=10873 class=net.minecraft.world.item.BlockItem
atmospheric:persimmon_travertine_wall raw_id=10881 class=net.minecraft.world.item.BlockItem
atmospheric:petrified_armor_trim_smithing_template raw_id=11123 class=net.minecraft.world.item.SmithingTemplateItem
atmospheric:polished_dolerite raw_id=10887 class=net.minecraft.world.item.BlockItem
atmospheric:polished_dolerite_slab raw_id=10889 class=net.minecraft.world.item.BlockItem
atmospheric:polished_dolerite_stairs raw_id=10888 class=net.minecraft.world.item.BlockItem
atmospheric:red_arid_sand raw_id=10901 class=net.minecraft.world.item.BlockItem
atmospheric:red_arid_sandstone raw_id=10902 class=net.minecraft.world.item.BlockItem
atmospheric:red_arid_sandstone_slab raw_id=10903 class=net.minecraft.world.item.BlockItem
atmospheric:red_arid_sandstone_stairs raw_id=10904 class=net.minecraft.world.item.BlockItem
atmospheric:red_arid_sandstone_wall raw_id=10905 class=net.minecraft.world.item.BlockItem
atmospheric:roasted_yucca_bundle raw_id=10943 class=net.minecraft.world.item.BlockItem
atmospheric:roasted_yucca_cask raw_id=10951 class=net.minecraft.world.item.BlockItem
atmospheric:roasted_yucca_fruit raw_id=11100 class=net.minecraft.world.item.Item
atmospheric:rosewood raw_id=10803 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_beehive raw_id=10821 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_boards raw_id=10817 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_boat raw_id=11124 class=com.teamabnormals.blueprint.common.item.BlueprintBoatItem
atmospheric:rosewood_bookshelf raw_id=10818 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_button raw_id=10810 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_chest raw_id=10823 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_chest_boat raw_id=11125 class=com.teamabnormals.blueprint.common.item.BlueprintBoatItem
atmospheric:rosewood_door raw_id=10813 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_fence raw_id=10811 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_fence_gate raw_id=10812 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_furnace_boat raw_id=11126 class=net.minecraft.world.item.Item
atmospheric:rosewood_hanging_sign raw_id=10816 class=net.minecraft.world.item.HangingSignItem
atmospheric:rosewood_ladder raw_id=10820 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_leaf_pile raw_id=10822 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_leaves raw_id=10804 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_log raw_id=10802 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_planks raw_id=10806 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_pressure_plate raw_id=10809 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_sapling raw_id=10805 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_sign raw_id=10815 class=net.minecraft.world.item.SignItem
atmospheric:rosewood_slab raw_id=10808 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_stairs raw_id=10807 class=net.minecraft.world.item.BlockItem
atmospheric:rosewood_trapdoor raw_id=10814 class=net.minecraft.world.item.BlockItem
atmospheric:saffron_travertine raw_id=10862 class=net.minecraft.world.item.BlockItem
atmospheric:saffron_travertine_slab raw_id=10878 class=net.minecraft.world.item.BlockItem
atmospheric:saffron_travertine_stairs raw_id=10874 class=net.minecraft.world.item.BlockItem
atmospheric:saffron_travertine_wall raw_id=10882 class=net.minecraft.world.item.BlockItem
atmospheric:scalding_monkey_brush raw_id=10856 class=com.teamabnormals.atmospheric.common.item.MonkeyBrushItem
atmospheric:scythe_pottery_sherd raw_id=11118 class=net.minecraft.world.item.Item
atmospheric:shimmering_passion_fruit raw_id=11093 class=net.minecraft.world.item.Item
atmospheric:shimmering_passion_fruit_crate raw_id=10858 class=net.minecraft.world.item.BlockItem
atmospheric:smooth_arid_sandstone raw_id=10895 class=net.minecraft.world.item.BlockItem
atmospheric:smooth_arid_sandstone_slab raw_id=10896 class=net.minecraft.world.item.BlockItem
atmospheric:smooth_arid_sandstone_stairs raw_id=10897 class=net.minecraft.world.item.BlockItem
atmospheric:smooth_red_arid_sandstone raw_id=10906 class=net.minecraft.world.item.BlockItem
atmospheric:smooth_red_arid_sandstone_slab raw_id=10907 class=net.minecraft.world.item.BlockItem
atmospheric:smooth_red_arid_sandstone_stairs raw_id=10908 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_aspen_log raw_id=10953 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_aspen_wood raw_id=10954 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_grimwood raw_id=11053 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_grimwood_log raw_id=11052 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_kousa_log raw_id=11019 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_kousa_wood raw_id=11020 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_laurel_log raw_id=10989 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_laurel_wood raw_id=10990 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_morado_log raw_id=10825 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_morado_wood raw_id=10826 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_rosewood raw_id=10801 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_rosewood_log raw_id=10800 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_yucca_log raw_id=10916 class=net.minecraft.world.item.BlockItem
atmospheric:stripped_yucca_wood raw_id=10917 class=net.minecraft.world.item.BlockItem
atmospheric:succulent_pottery_sherd raw_id=11119 class=net.minecraft.world.item.Item
atmospheric:sun_pottery_sherd raw_id=11120 class=net.minecraft.world.item.Item
atmospheric:suspicious_arid_sand raw_id=10914 class=net.minecraft.world.item.BlockItem
atmospheric:suspicious_red_arid_sand raw_id=10915 class=net.minecraft.world.item.BlockItem
atmospheric:tall_yucca_flower raw_id=10945 class=net.minecraft.world.item.BlockItem
atmospheric:tetra_bucket raw_id=11152 class=com.teamabnormals.atmospheric.common.item.TetraBucketItem
atmospheric:tetra_spawn_egg raw_id=11153 class=net.neoforged.neoforge.common.DeferredSpawnEggItem
atmospheric:trapped_aspen_chest raw_id=10979 class=net.minecraft.world.item.BlockItem
atmospheric:trapped_grimwood_chest raw_id=11076 class=net.minecraft.world.item.BlockItem
atmospheric:trapped_kousa_chest raw_id=11043 class=net.minecraft.world.item.BlockItem
atmospheric:trapped_laurel_chest raw_id=11013 class=net.minecraft.world.item.BlockItem
atmospheric:trapped_morado_chest raw_id=10849 class=net.minecraft.world.item.BlockItem
atmospheric:trapped_rosewood_chest raw_id=10824 class=net.minecraft.world.item.BlockItem
atmospheric:trapped_yucca_chest raw_id=10940 class=net.minecraft.world.item.BlockItem
atmospheric:warm_monkey_brush raw_id=10854 class=com.teamabnormals.atmospheric.common.item.MonkeyBrushItem
