# Registry dump
# Registry: minecraft:block
# Minecraft: 1.21.1
# Entries: 10760
# Generated: 2026-06-14T13:47:24.1922436+08:00

amendments:carpet_slab raw_id=6642 class=net.mehvahdjukaar.amendments.common.block.CarpetSlabBlock
atmospheric:chiseled_yucca_bookshelf raw_id=8133 class=com.teamabnormals.atmospheric.common.block.ChiseledYuccaBookShelfBlock
atmospheric:crustose raw_id=8218 class=com.teamabnormals.atmospheric.common.block.CrustoseBlock
atmospheric:crustose_log raw_id=8220 class=com.teamabnormals.atmospheric.common.block.CrustoseLogBlock
atmospheric:crustose_path raw_id=8219 class=net.minecraft.world.level.block.DirtPathBlock
atmospheric:crustose_wood raw_id=8221 class=com.teamabnormals.atmospheric.common.block.CrustoseLogBlock
atmospheric:currant_crate raw_id=8296 class=com.teamabnormals.blueprint.common.block.BlueprintDirectionalBlock
atmospheric:currant_leaf_pile raw_id=8295 class=com.teamabnormals.blueprint.common.block.LeafPileBlock
atmospheric:currant_leaves raw_id=8292 class=com.teamabnormals.atmospheric.common.block.CurrantLeavesBlock
atmospheric:currant_seedling raw_id=8293 class=com.teamabnormals.atmospheric.common.block.CurrantSeedlingBlock
atmospheric:currant_stalk raw_id=8290 class=com.teamabnormals.atmospheric.common.block.CurrantStalkBlock
atmospheric:currant_stalk_bundle raw_id=8291 class=com.teamabnormals.atmospheric.common.block.CurrantStalkBundleBlock
atmospheric:cut_arid_sandstone raw_id=8093 class=net.minecraft.world.level.block.Block
atmospheric:cut_arid_sandstone_slab raw_id=8094 class=net.minecraft.world.level.block.SlabBlock
atmospheric:cut_ivory_travertine raw_id=8062 class=net.minecraft.world.level.block.Block
atmospheric:cut_peach_travertine raw_id=8063 class=net.minecraft.world.level.block.Block
atmospheric:cut_persimmon_travertine raw_id=8064 class=net.minecraft.world.level.block.Block
atmospheric:cut_red_arid_sandstone raw_id=8104 class=net.minecraft.world.level.block.Block
atmospheric:cut_red_arid_sandstone_slab raw_id=8105 class=net.minecraft.world.level.block.SlabBlock
atmospheric:cut_saffron_travertine raw_id=8065 class=net.minecraft.world.level.block.Block
atmospheric:cyan_candle_yucca_gateau raw_id=8156 class=com.teamabnormals.atmospheric.common.block.CandleGateauBlock
atmospheric:dolerite raw_id=8078 class=net.minecraft.world.level.block.Block
atmospheric:dolerite_slab raw_id=8080 class=net.minecraft.world.level.block.SlabBlock
atmospheric:dolerite_stairs raw_id=8079 class=net.minecraft.world.level.block.StairBlock
atmospheric:dolerite_wall raw_id=8081 class=net.minecraft.world.level.block.WallBlock
atmospheric:dragon_fruit_crate raw_id=8341 class=com.teamabnormals.blueprint.common.block.BlueprintDirectionalBlock
atmospheric:dragon_roots raw_id=8336 class=com.teamabnormals.atmospheric.common.block.DragonRootsBlock
atmospheric:dry_laurel_leaf_pile raw_id=8253 class=com.teamabnormals.blueprint.common.block.LeafPileBlock
atmospheric:dry_laurel_leaves raw_id=8250 class=net.minecraft.world.level.block.LeavesBlock
atmospheric:dry_laurel_sapling raw_id=8251 class=com.teamabnormals.atmospheric.common.block.LaurelSaplingBlock
atmospheric:firethorn raw_id=8337 class=com.teamabnormals.atmospheric.common.block.DesertFlowerBlock
atmospheric:flowering_morado_leaf_pile raw_id=8038 class=com.teamabnormals.blueprint.common.block.LeafPileBlock
atmospheric:flowering_morado_leaves raw_id=8037 class=com.teamabnormals.atmospheric.common.block.FloweringMoradoLeavesBlock
atmospheric:forsythia raw_id=8339 class=com.teamabnormals.atmospheric.common.block.DesertFlowerBlock
atmospheric:gilia raw_id=8163 class=com.teamabnormals.atmospheric.common.block.DesertFlowerBlock
atmospheric:golden_dragon_fruit_crate raw_id=8342 class=com.teamabnormals.blueprint.common.block.BlueprintDirectionalBlock
atmospheric:golden_growths raw_id=8216 class=com.teamabnormals.atmospheric.common.block.GoldenGrowthsBlock
atmospheric:gray_candle_yucca_gateau raw_id=8154 class=com.teamabnormals.atmospheric.common.block.CandleGateauBlock
atmospheric:green_aspen_leaf_pile raw_id=8213 class=com.teamabnormals.blueprint.common.block.LeafPileBlock
atmospheric:green_aspen_leaves raw_id=8210 class=net.minecraft.world.level.block.LeavesBlock
atmospheric:green_aspen_sapling raw_id=8211 class=net.minecraft.world.level.block.SaplingBlock
atmospheric:green_candle_yucca_gateau raw_id=8160 class=com.teamabnormals.atmospheric.common.block.CandleGateauBlock
atmospheric:grimweb raw_id=8297 class=net.minecraft.world.level.block.WebBlock
atmospheric:grimwood raw_id=8301 class=com.teamabnormals.blueprint.common.block.LogBlock
atmospheric:grimwood_beehive raw_id=8322 class=com.teamabnormals.blueprint.common.block.BlueprintBeehiveBlock
atmospheric:grimwood_boards raw_id=8318 class=net.minecraft.world.level.block.RotatedPillarBlock
atmospheric:grimwood_bookshelf raw_id=8319 class=net.minecraft.world.level.block.Block
atmospheric:grimwood_button raw_id=8309 class=net.minecraft.world.level.block.ButtonBlock
atmospheric:grimwood_chest raw_id=8324 class=com.teamabnormals.blueprint.common.block.chest.BlueprintChestBlock
atmospheric:grimwood_door raw_id=8312 class=net.minecraft.world.level.block.DoorBlock
atmospheric:grimwood_fence raw_id=8310 class=net.minecraft.world.level.block.FenceBlock
atmospheric:grimwood_fence_gate raw_id=8311 class=net.minecraft.world.level.block.FenceGateBlock
atmospheric:grimwood_hanging_sign raw_id=8316 class=com.teamabnormals.blueprint.common.block.sign.BlueprintCeilingHangingSignBlock
atmospheric:grimwood_ladder raw_id=8321 class=net.minecraft.world.level.block.LadderBlock
atmospheric:grimwood_leaf_pile raw_id=8323 class=com.teamabnormals.blueprint.common.block.LeafPileBlock
atmospheric:grimwood_leaves raw_id=8302 class=net.minecraft.world.level.block.LeavesBlock
atmospheric:grimwood_log raw_id=8300 class=com.teamabnormals.blueprint.common.block.LogBlock
atmospheric:grimwood_planks raw_id=8305 class=net.minecraft.world.level.block.Block
atmospheric:grimwood_pressure_plate raw_id=8308 class=net.minecraft.world.level.block.PressurePlateBlock
atmospheric:grimwood_sapling raw_id=8303 class=net.minecraft.world.level.block.SaplingBlock
atmospheric:grimwood_sign raw_id=8314 class=com.teamabnormals.blueprint.common.block.sign.BlueprintStandingSignBlock
atmospheric:grimwood_slab raw_id=8307 class=net.minecraft.world.level.block.SlabBlock
atmospheric:grimwood_stairs raw_id=8306 class=net.minecraft.world.level.block.StairBlock
atmospheric:grimwood_trapdoor raw_id=8313 class=net.minecraft.world.level.block.TrapDoorBlock
atmospheric:grimwood_wall_hanging_sign raw_id=8317 class=com.teamabnormals.blueprint.common.block.sign.BlueprintWallHangingSignBlock
atmospheric:grimwood_wall_sign raw_id=8315 class=com.teamabnormals.blueprint.common.block.sign.BlueprintWallSignBlock
atmospheric:hanging_currant raw_id=8289 class=com.teamabnormals.atmospheric.common.block.HangingCurrantBlock
atmospheric:hot_monkey_brush raw_id=8043 class=com.teamabnormals.atmospheric.common.block.MonkeyBrushBlock
atmospheric:hot_wall_monkey_brush raw_id=8046 class=com.teamabnormals.atmospheric.common.block.WallMonkeyBrushBlock
atmospheric:ivory_travertine raw_id=8054 class=net.minecraft.world.level.block.RotatedPillarBlock
atmospheric:ivory_travertine_slab raw_id=8070 class=net.minecraft.world.level.block.SlabBlock
atmospheric:ivory_travertine_stairs raw_id=8066 class=net.minecraft.world.level.block.StairBlock
atmospheric:ivory_travertine_wall raw_id=8074 class=net.minecraft.world.level.block.WallBlock
atmospheric:kousa_beehive raw_id=8282 class=com.teamabnormals.blueprint.common.block.BlueprintBeehiveBlock
atmospheric:kousa_boards raw_id=8278 class=net.minecraft.world.level.block.RotatedPillarBlock
atmospheric:kousa_bookshelf raw_id=8279 class=net.minecraft.world.level.block.Block
atmospheric:kousa_button raw_id=8269 class=net.minecraft.world.level.block.ButtonBlock
atmospheric:kousa_chest raw_id=8284 class=com.teamabnormals.blueprint.common.block.chest.BlueprintChestBlock
atmospheric:kousa_door raw_id=8272 class=net.minecraft.world.level.block.DoorBlock
atmospheric:kousa_fence raw_id=8270 class=net.minecraft.world.level.block.FenceBlock
atmospheric:kousa_fence_gate raw_id=8271 class=net.minecraft.world.level.block.FenceGateBlock
atmospheric:kousa_hanging_sign raw_id=8276 class=com.teamabnormals.blueprint.common.block.sign.BlueprintCeilingHangingSignBlock
atmospheric:kousa_ladder raw_id=8281 class=net.minecraft.world.level.block.LadderBlock
atmospheric:kousa_leaf_pile raw_id=8283 class=com.teamabnormals.blueprint.common.block.LeafPileBlock
atmospheric:kousa_leaves raw_id=8262 class=net.minecraft.world.level.block.LeavesBlock
atmospheric:kousa_log raw_id=8260 class=com.teamabnormals.blueprint.common.block.LogBlock
atmospheric:kousa_planks raw_id=8265 class=net.minecraft.world.level.block.Block
atmospheric:kousa_pressure_plate raw_id=8268 class=net.minecraft.world.level.block.PressurePlateBlock
atmospheric:kousa_sapling raw_id=8263 class=net.minecraft.world.level.block.SaplingBlock
atmospheric:kousa_sign raw_id=8274 class=com.teamabnormals.blueprint.common.block.sign.BlueprintStandingSignBlock
atmospheric:kousa_slab raw_id=8267 class=net.minecraft.world.level.block.SlabBlock
atmospheric:kousa_stairs raw_id=8266 class=net.minecraft.world.level.block.StairBlock
atmospheric:kousa_trapdoor raw_id=8273 class=net.minecraft.world.level.block.TrapDoorBlock
atmospheric:kousa_wall_hanging_sign raw_id=8277 class=com.teamabnormals.blueprint.common.block.sign.BlueprintWallHangingSignBlock
atmospheric:kousa_wall_sign raw_id=8275 class=com.teamabnormals.blueprint.common.block.sign.BlueprintWallSignBlock
atmospheric:kousa_wood raw_id=8261 class=com.teamabnormals.blueprint.common.block.LogBlock
atmospheric:laurel_beehive raw_id=8246 class=com.teamabnormals.blueprint.common.block.BlueprintBeehiveBlock
atmospheric:laurel_boards raw_id=8242 class=net.minecraft.world.level.block.RotatedPillarBlock
atmospheric:laurel_bookshelf raw_id=8243 class=net.minecraft.world.level.block.Block
atmospheric:laurel_button raw_id=8233 class=net.minecraft.world.level.block.ButtonBlock
atmospheric:laurel_chest raw_id=8248 class=com.teamabnormals.blueprint.common.block.chest.BlueprintChestBlock
atmospheric:laurel_door raw_id=8236 class=net.minecraft.world.level.block.DoorBlock
atmospheric:laurel_fence raw_id=8234 class=net.minecraft.world.level.block.FenceBlock
atmospheric:laurel_fence_gate raw_id=8235 class=net.minecraft.world.level.block.FenceGateBlock
atmospheric:laurel_hanging_sign raw_id=8240 class=com.teamabnormals.blueprint.common.block.sign.BlueprintCeilingHangingSignBlock
atmospheric:laurel_ladder raw_id=8245 class=net.minecraft.world.level.block.LadderBlock
atmospheric:laurel_leaf_pile raw_id=8247 class=com.teamabnormals.blueprint.common.block.LeafPileBlock
atmospheric:laurel_leaves raw_id=8226 class=net.minecraft.world.level.block.LeavesBlock
atmospheric:laurel_log raw_id=8224 class=com.teamabnormals.blueprint.common.block.LogBlock
atmospheric:laurel_planks raw_id=8229 class=net.minecraft.world.level.block.Block
atmospheric:laurel_pressure_plate raw_id=8232 class=net.minecraft.world.level.block.PressurePlateBlock
atmospheric:laurel_sapling raw_id=8227 class=com.teamabnormals.atmospheric.common.block.LaurelSaplingBlock
atmospheric:laurel_sign raw_id=8238 class=com.teamabnormals.blueprint.common.block.sign.BlueprintStandingSignBlock
atmospheric:laurel_slab raw_id=8231 class=net.minecraft.world.level.block.SlabBlock
atmospheric:laurel_stairs raw_id=8230 class=net.minecraft.world.level.block.StairBlock
atmospheric:laurel_trapdoor raw_id=8237 class=net.minecraft.world.level.block.TrapDoorBlock
atmospheric:laurel_wall_hanging_sign raw_id=8241 class=com.teamabnormals.blueprint.common.block.sign.BlueprintWallHangingSignBlock
atmospheric:laurel_wall_sign raw_id=8239 class=com.teamabnormals.blueprint.common.block.sign.BlueprintWallSignBlock
atmospheric:laurel_wood raw_id=8225 class=com.teamabnormals.blueprint.common.block.LogBlock
atmospheric:light_blue_candle_yucca_gateau raw_id=8150 class=com.teamabnormals.atmospheric.common.block.CandleGateauBlock
atmospheric:light_gray_candle_yucca_gateau raw_id=8155 class=com.teamabnormals.atmospheric.common.block.CandleGateauBlock
atmospheric:lime_candle_yucca_gateau raw_id=8152 class=com.teamabnormals.atmospheric.common.block.CandleGateauBlock
atmospheric:magenta_candle_yucca_gateau raw_id=8149 class=com.teamabnormals.atmospheric.common.block.CandleGateauBlock
atmospheric:morado_beehive raw_id=8033 class=com.teamabnormals.blueprint.common.block.BlueprintBeehiveBlock
atmospheric:morado_boards raw_id=8029 class=net.minecraft.world.level.block.RotatedPillarBlock
atmospheric:morado_bookshelf raw_id=8030 class=net.minecraft.world.level.block.Block
atmospheric:morado_button raw_id=8020 class=net.minecraft.world.level.block.ButtonBlock
atmospheric:morado_chest raw_id=8035 class=com.teamabnormals.blueprint.common.block.chest.BlueprintChestBlock
atmospheric:morado_door raw_id=8023 class=net.minecraft.world.level.block.DoorBlock
atmospheric:morado_fence raw_id=8021 class=net.minecraft.world.level.block.FenceBlock
atmospheric:morado_fence_gate raw_id=8022 class=net.minecraft.world.level.block.FenceGateBlock
atmospheric:morado_hanging_sign raw_id=8027 class=com.teamabnormals.blueprint.common.block.sign.BlueprintCeilingHangingSignBlock
atmospheric:morado_ladder raw_id=8032 class=net.minecraft.world.level.block.LadderBlock
atmospheric:morado_leaf_pile raw_id=8034 class=com.teamabnormals.blueprint.common.block.LeafPileBlock
atmospheric:morado_leaves raw_id=8013 class=net.minecraft.world.level.block.LeavesBlock
atmospheric:morado_log raw_id=8011 class=com.teamabnormals.blueprint.common.block.LogBlock
atmospheric:morado_planks raw_id=8016 class=net.minecraft.world.level.block.Block
atmospheric:morado_pressure_plate raw_id=8019 class=net.minecraft.world.level.block.PressurePlateBlock
atmospheric:morado_sapling raw_id=8014 class=net.minecraft.world.level.block.SaplingBlock
atmospheric:morado_sign raw_id=8025 class=com.teamabnormals.blueprint.common.block.sign.BlueprintStandingSignBlock
atmospheric:morado_slab raw_id=8018 class=net.minecraft.world.level.block.SlabBlock
atmospheric:morado_stairs raw_id=8017 class=net.minecraft.world.level.block.StairBlock
atmospheric:morado_trapdoor raw_id=8024 class=net.minecraft.world.level.block.TrapDoorBlock
atmospheric:morado_wall_hanging_sign raw_id=8028 class=com.teamabnormals.blueprint.common.block.sign.BlueprintWallHangingSignBlock
atmospheric:morado_wall_sign raw_id=8026 class=com.teamabnormals.blueprint.common.block.sign.BlueprintWallSignBlock
atmospheric:morado_wood raw_id=8012 class=com.teamabnormals.blueprint.common.block.LogBlock
atmospheric:orange raw_id=8254 class=com.teamabnormals.atmospheric.common.block.OrangeBlock
atmospheric:orange_candle_yucca_gateau raw_id=8148 class=com.teamabnormals.atmospheric.common.block.CandleGateauBlock
atmospheric:orange_crate raw_id=8256 class=com.teamabnormals.blueprint.common.block.BlueprintDirectionalBlock
atmospheric:passion_fruit_crate raw_id=8052 class=com.teamabnormals.blueprint.common.block.BlueprintDirectionalBlock
atmospheric:passion_vine raw_id=8039 class=com.teamabnormals.atmospheric.common.block.PassionVineBlock
atmospheric:passion_vine_bundle raw_id=8040 class=com.teamabnormals.atmospheric.common.block.PassionVineBundleBlock
